sample_idx,centroid_type,similarity
873,train_real_centroid,0.07871954
874,train_real_centroid,0.1304199
875,train_real_centroid,0.11512741
876,train_real_centroid,0.20468593
877,train_real_centroid,0.25327593
878,train_real_centroid,0.17344773
879,train_real_centroid,0.12635858
880,train_real_centroid,0.11153563
881,train_real_centroid,0.10266099
882,train_real_centroid,0.13834962
883,train_real_centroid,0.118833385
884,train_real_centroid,0.11091788
885,train_real_centroid,0.1261923
886,train_real_centroid,0.09883791
887,train_real_centroid,0.24881276
888,train_real_centroid,0.2974959
889,train_real_centroid,0.10151228
890,train_real_centroid,0.23723176
891,train_real_centroid,0.10317545
892,train_real_centroid,0.12568372
893,train_real_centroid,0.25440294
894,train_real_centroid,0.124719135
895,train_real_centroid,0.16625741
896,train_real_centroid,0.1262818
897,train_real_centroid,0.12150756
898,train_real_centroid,0.10002181
899,train_real_centroid,0.14693657
900,train_real_centroid,0.20993511
901,train_real_centroid,0.116740786
902,train_real_centroid,0.10043571
903,train_real_centroid,0.09539807
904,train_real_centroid,0.21402185
905,train_real_centroid,0.09651367
906,train_real_centroid,0.21432938
907,train_real_centroid,0.14029129
908,train_real_centroid,0.18035065
909,train_real_centroid,0.12813783
910,train_real_centroid,0.11061297
911,train_real_centroid,0.23462342
912,train_real_centroid,0.08638173
913,train_real_centroid,0.10301939
914,train_real_centroid,0.18438192
915,train_real_centroid,0.17950258
916,train_real_centroid,0.12752028
917,train_real_centroid,0.21718247
918,train_real_centroid,0.07933029
919,train_real_centroid,0.11613331
920,train_real_centroid,0.10599628
921,train_real_centroid,0.13596803
922,train_real_centroid,0.10116948
923,train_real_centroid,0.1272543
924,train_real_centroid,0.1573278
925,train_real_centroid,0.14951752
926,train_real_centroid,0.23257317
927,train_real_centroid,0.1412943
928,train_real_centroid,0.15755141
929,train_real_centroid,0.11573261
930,train_real_centroid,0.127013
931,train_real_centroid,0.11104364
932,train_real_centroid,0.1765819
933,train_real_centroid,0.10872881
934,train_real_centroid,0.16585512
935,train_real_centroid,0.10091546
936,train_real_centroid,0.12828529
937,train_real_centroid,0.12861474
938,train_real_centroid,0.11516075
939,train_real_centroid,0.105100706
940,train_real_centroid,0.14310226
941,train_real_centroid,0.5522527
942,train_real_centroid,0.122696854
943,train_real_centroid,0.1296021
944,train_real_centroid,0.15392503
945,train_real_centroid,0.15058656
946,train_real_centroid,0.11064274
947,train_real_centroid,0.15818818
948,train_real_centroid,0.09603252
949,train_real_centroid,0.11532204
950,train_real_centroid,0.2132505
951,train_real_centroid,0.109510034
952,train_real_centroid,0.113938525
953,train_real_centroid,0.13798597
954,train_real_centroid,0.18178143
955,train_real_centroid,0.10189533
956,train_real_centroid,0.11340664
957,train_real_centroid,0.113422036
958,train_real_centroid,0.14425896
959,train_real_centroid,0.093205065
960,train_real_centroid,0.11505475
961,train_real_centroid,0.22186193
962,train_real_centroid,0.095078185
963,train_real_centroid,0.09676895
964,train_real_centroid,0.15946674
965,train_real_centroid,0.10916133
966,train_real_centroid,0.10745721
967,train_real_centroid,0.19711383
968,train_real_centroid,0.12720841
969,train_real_centroid,0.2306992
970,train_real_centroid,0.09435154
971,train_real_centroid,0.25236374
972,train_real_centroid,0.10711288
973,train_real_centroid,0.12531765
974,train_real_centroid,0.1812813
975,train_real_centroid,0.10494372
976,train_real_centroid,0.12102723
977,train_real_centroid,0.14441608
978,train_real_centroid,0.11795917
979,train_real_centroid,0.11869566
980,train_real_centroid,0.19364284
981,train_real_centroid,0.10547392
982,train_real_centroid,0.11539202
983,train_real_centroid,0.13574743
984,train_real_centroid,0.21326981
985,train_real_centroid,0.14074135
986,train_real_centroid,0.20462655
987,train_real_centroid,0.10916141
988,train_real_centroid,0.15635145
989,train_real_centroid,0.22871172
990,train_real_centroid,0.20636645
991,train_real_centroid,0.08848181
992,train_real_centroid,0.2739521
993,train_real_centroid,0.14359659
994,train_real_centroid,0.13175236
995,train_real_centroid,0.109092854
996,train_real_centroid,0.10342979
997,train_real_centroid,0.092381805
998,train_real_centroid,0.17362702
999,train_real_centroid,0.1353988
1000,train_real_centroid,0.25608546
1001,train_real_centroid,0.114299566
1002,train_real_centroid,0.112181336
1003,train_real_centroid,0.1434579
1004,train_real_centroid,0.1707333
1005,train_real_centroid,0.25771415
1006,train_real_centroid,0.14615549
1007,train_real_centroid,0.09662756
1008,train_real_centroid,0.114813015
1009,train_real_centroid,0.11759057
1010,train_real_centroid,0.09746934
1011,train_real_centroid,0.08415722
1012,train_real_centroid,0.120803095
1013,train_real_centroid,0.12938687
1014,train_real_centroid,0.12722884
1015,train_real_centroid,0.15453593
1016,train_real_centroid,0.12147765
1017,train_real_centroid,0.105000526
1018,train_real_centroid,0.16328987
1019,train_real_centroid,0.11781935
1020,train_real_centroid,0.15859036
1021,train_real_centroid,0.20981652
1022,train_real_centroid,0.09460821
1023,train_real_centroid,0.10062788
1024,train_real_centroid,0.105121784
1025,train_real_centroid,0.106551245
1026,train_real_centroid,0.121009156
1027,train_real_centroid,0.21728426
1028,train_real_centroid,0.10798212
1029,train_real_centroid,0.099979274
1030,train_real_centroid,0.19107026
1031,train_real_centroid,0.19802529
1032,train_real_centroid,0.10768341
1033,train_real_centroid,0.20727684
1034,train_real_centroid,0.09936953
1035,train_real_centroid,0.105975
1036,train_real_centroid,0.14202316
1037,train_real_centroid,0.12314352
1038,train_real_centroid,0.08506736
1039,train_real_centroid,0.1962998
1040,train_real_centroid,0.14636935
1041,train_real_centroid,0.10624559
1042,train_real_centroid,0.10861071
1043,train_real_centroid,0.108912505
1044,train_real_centroid,0.124821454
1045,train_real_centroid,0.11174055
1046,train_real_centroid,0.108607434
1047,train_real_centroid,0.20117897
1048,train_real_centroid,0.17292511
1049,train_real_centroid,0.13024798
1050,train_real_centroid,0.09973604
1051,train_real_centroid,0.1012843
1052,train_real_centroid,0.10097499
1053,train_real_centroid,0.10786801
1054,train_real_centroid,0.11397872
1055,train_real_centroid,0.13895753
1056,train_real_centroid,0.101656616
1057,train_real_centroid,0.17604908
1058,train_real_centroid,0.11022988
1059,train_real_centroid,0.24662821
1060,train_real_centroid,0.11512985
1061,train_real_centroid,0.21161656
1062,train_real_centroid,0.1221942
1063,train_real_centroid,0.12871137
1064,train_real_centroid,0.09995965
1065,train_real_centroid,0.20305648
1066,train_real_centroid,0.119891666
1067,train_real_centroid,0.16532636
1068,train_real_centroid,0.11255919
1069,train_real_centroid,0.13960707
1070,train_real_centroid,0.092988946
1071,train_real_centroid,0.109818384
1072,train_real_centroid,0.1068797
1073,train_real_centroid,0.1995993
1074,train_real_centroid,0.103734106
1075,train_real_centroid,0.15593465
1076,train_real_centroid,0.15867646
1077,train_real_centroid,0.09201768
1078,train_real_centroid,0.097122915
1079,train_real_centroid,0.11278873
1080,train_real_centroid,0.082656935
1081,train_real_centroid,0.17278653
1082,train_real_centroid,0.14692591
